sample_id,Observed,Shannon,Simpson,Pielou,sample_id_clean,sample_type,include_qc,include_biological_analysis,diet_code,diet_label,hydrolysate_percent,fishmeal_percent,timepoint_day,tank,fish,group,forward_raw,reverse_raw,forward_symlink,reverse_symlink,treatment,treatment_label,timepoint_label,pairs_processed,pairs_written,reads.out,merged,nonchim,raw_to_nonchim_pct,timepoint,hydro_group,diet_label_short,diet_time,tax_level
X3.2t30,15,1.602413540047,0.693010904757764,0.5917222433302,Ctrl_D30_Tk3_F02,Intestine,yes,yes,Ctrl,control,0,30,30,3,2,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_2.fastq.gz,Ctrl,control,D30,64707,64707,58642,58576,48950,75.6486933407514,D30,Ctrl,Control,Ctrl_D30,ASV
X3.2t7,92,2.92738030188839,0.89617270870313,0.647394333460594,Ctrl_D07_Tk3_F02,Intestine,yes,yes,Ctrl,control,0,30,7,3,2,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_2.fastq.gz,Ctrl,control,D07,65614,65614,58277,53220,45721,69.6817752308959,D07,Ctrl,Control,Ctrl_D07,ASV
X3.2t90,11,1.52317353268801,0.693626581970952,0.635212700890997,Ctrl_D90_Tk3_F02,Intestine,yes,yes,Ctrl,control,0,30,90,3,2,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_2.fastq.gz,Ctrl,control,D90,34388,34388,32143,31849,30262,88.0016284750494,D90,Ctrl,Control,Ctrl_D90,ASV
X3.3t30,19,0.700122149362255,0.282255885846985,0.237777775092645,Ctrl_D30_Tk3_F03,Intestine,yes,yes,Ctrl,control,0,30,30,3,3,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_2.fastq.gz,Ctrl,control,D30,77303,77303,69847,69266,68941,89.182826022276,D30,Ctrl,Control,Ctrl_D30,ASV
X3.3t7,85,2.83375265986595,0.849525348873865,0.637851700766763,Ctrl_D07_Tk3_F03,Intestine,yes,yes,Ctrl,control,0,30,7,3,3,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_2.fastq.gz,Ctrl,control,D07,66010,66010,56178,50575,38883,58.9047114073625,D07,Ctrl,Control,Ctrl_D07,ASV
X3.3t90,20,0.260757892223651,0.109439289855358,0.0870431228202848,Ctrl_D90_Tk3_F03,Intestine,yes,yes,Ctrl,control,0,30,90,3,3,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_2.fastq.gz,Ctrl,control,D90,84403,84403,80062,79582,78950,93.5393291707641,D90,Ctrl,Control,Ctrl_D90,ASV
X3.4t30,16,0.956823296565472,0.379521341503263,0.345101056240509,Ctrl_D30_Tk3_F04,Intestine,yes,yes,Ctrl,control,0,30,30,3,4,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_2.fastq.gz,Ctrl,control,D30,64628,64628,58799,58618,57102,88.3548926162035,D30,Ctrl,Control,Ctrl_D30,ASV
X3.4t7,86,2.48456520372689,0.798336538426933,0.557784348296467,Ctrl_D07_Tk3_F04,Intestine,yes,yes,Ctrl,control,0,30,7,3,4,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_2.fastq.gz,Ctrl,control,D07,73099,73099,61118,57176,48772,66.7204749722978,D07,Ctrl,Control,Ctrl_D07,ASV
X3.4t90,8,1.31420877404908,0.642573731214285,0.63200082700446,Ctrl_D90_Tk3_F04,Intestine,yes,yes,Ctrl,control,0,30,90,3,4,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_2.fastq.gz,Ctrl,control,D90,79050,79050,72950,72841,70034,88.5945604048071,D90,Ctrl,Control,Ctrl_D90,ASV
X3.5t30,13,1.53081084512362,0.741478874149051,0.596819130432511,Ctrl_D30_Tk3_F05,Intestine,yes,yes,Ctrl,control,0,30,30,3,5,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_2.fastq.gz,Ctrl,control,D30,63142,63142,57632,57494,54847,86.8629438408666,D30,Ctrl,Control,Ctrl_D30,ASV
X3.5t7,10,0.302851057321237,0.126701914824059,0.131526543033179,Ctrl_D07_Tk3_F05,Intestine,yes,yes,Ctrl,control,0,30,7,3,5,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_2.fastq.gz,Ctrl,control,D07,64719,64719,60580,59099,53675,82.9354594477665,D07,Ctrl,Control,Ctrl_D07,ASV
X3.5t90,14,1.32096946394994,0.669499120164357,0.500545952195179,Ctrl_D90_Tk3_F05,Intestine,yes,yes,Ctrl,control,0,30,90,3,5,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_2.fastq.gz,Ctrl,control,D90,65591,65591,61466,61333,59852,91.250323977375,D90,Ctrl,Control,Ctrl_D90,ASV
Y1.1t30,9,1.4537163832906,0.690610446056415,0.661614838230598,BL15_D30_Tk1_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,1,1,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,63156,63156,57631,57526,56919,90.124453733612,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y1.1t7,87,2.77676509711118,0.847010942379241,0.621769419194346,BL15_D07_Tk1_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,1,1,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,78919,78919,68081,64187,53130,67.3221911073379,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y1.1t90,11,0.437171489827078,0.168425353118776,0.182314671865087,BL15_D90_Tk1_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,1,1,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,31454,31454,29371,29222,28400,90.2905830736949,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y1.2t30,19,1.91838578357409,0.769517221708453,0.651528456574495,BL15_D30_Tk1_F02,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,1,2,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,63660,63660,59265,59139,58689,92.191328934967,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y1.2t7,85,2.51274254209698,0.785976530847796,0.565595271162932,BL15_D07_Tk1_F02,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,1,2,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,66068,66068,58603,56571,52173,78.9686383725858,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y1.2t90,11,0.033812910747252,0.00829051779155465,0.0141010790299411,BL15_D90_Tk1_F02,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,1,2,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,82559,82559,78650,78465,78182,94.6983369469107,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y1.3t30,16,1.75305778940753,0.764556982017007,0.632281944792504,BL15_D30_Tk1_F03,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,1,3,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,68961,68961,62758,62176,51303,74.3942228215948,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y1.3t7,24,1.62286413706913,0.747470693016316,0.51064715190537,BL15_D07_Tk1_F03,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,1,3,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,64852,64852,58832,58151,56093,86.493862949485,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y1.3t90,28,1.25014569066136,0.536942545864663,0.375170757630249,BL15_D90_Tk1_F03,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,1,3,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,91938,91938,87593,87345,86842,94.4571341556266,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y1.4t30,13,1.44235828729763,0.664325287587513,0.56233402156723,BL15_D30_Tk1_F04,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,1,4,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,78161,78161,71820,71732,71135,91.0108621947007,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y1.4t7,64,2.1121262968118,0.730356420048148,0.507859022356927,BL15_D07_Tk1_F04,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,1,4,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,79008,79008,69861,68645,62251,78.7907553665452,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y1.4t90,14,0.942820654341675,0.485194543318513,0.357256602106149,BL15_D90_Tk1_F04,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,1,4,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,37066,37066,34427,34176,33421,90.1661900393892,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y1.5t30,24,2.05783587074839,0.786968072905904,0.647514479175167,BL15_D30_Tk1_F05,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,1,5,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,67121,67121,61458,61202,50278,74.9065121199029,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y1.5t7,25,1.86885837540151,0.799803180272932,0.580593498190641,BL15_D07_Tk1_F05,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,1,5,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,62899,62899,58342,58094,54959,87.3765878630821,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y1.5t90,12,1.64190805826399,0.724476038663655,0.660752410318541,BL15_D90_Tk1_F05,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,1,5,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,65348,65348,60249,60124,55312,84.6422231743894,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y2.1t30,18,1.90067138398968,0.795931466866239,0.657587169815531,BL15_D30_Tk2_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,2,1,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,79583,79583,72212,72008,51511,64.7261349785758,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y2.1t7,27,0.567400235793532,0.171226486314111,0.17215665060553,BL15_D07_Tk2_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,2,1,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,65806,65806,62071,61520,57090,86.7550071422059,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
Y2.1t90,11,0.172362623956706,0.061529214811297,0.0718807972608232,BL15_D90_Tk2_F01,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,90,2,1,BL15_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D90,64702,64702,58438,58382,58329,90.1502271954499,D90,Hydrolysate,Hydrolysate_15,BL15_D90,ASV
Y2.2t30,14,0.511493347918737,0.213229668152162,0.193816686806613,BL15_D30_Tk2_F02,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,30,2,2,BL15_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D30,65354,65354,60972,60797,59583,91.1696300149953,D30,Hydrolysate,Hydrolysate_15,BL15_D30,ASV
Y2.2t7,10,1.20291515350416,0.586244024269681,0.522419413364661,BL15_D07_Tk2_F02,Intestine,yes,yes,BL15,blue_whiting_hydrolysate_15,15,0,7,2,2,BL15_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_2.fastq.gz,BL15,blue_whiting_hydrolysate_15,D07,65628,65628,59548,59348,58828,89.6385689035168,D07,Hydrolysate,Hydrolysate_15,BL15_D07,ASV
