"taxon_id","group","prevalence","samples_present","samples_total","taxon_label","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV00025","Ctrl_D07",0.6,9,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","Ctrl_D30",0,0,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","Ctrl_D90",0,0,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL15_D07",0.333333333333333,5,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL15_D30",0,0,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL15_D90",0,0,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL30_D07",0.333333333333333,5,15,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL30_D30",0,0,14,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00025","BL30_D90",0,0,14,"Blautia","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",
"ASV00029","Ctrl_D07",0,0,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","Ctrl_D30",0.4,6,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","Ctrl_D90",0.2,3,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL15_D07",0.2,3,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL15_D30",0.266666666666667,4,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL15_D90",0.2,3,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL30_D07",0.0666666666666667,1,15,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL30_D30",0.357142857142857,5,14,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00029","BL30_D90",0.214285714285714,3,14,"Lactococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",
"ASV00030","Ctrl_D07",0.266666666666667,4,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","Ctrl_D30",0,0,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","Ctrl_D90",0.133333333333333,2,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL15_D07",0.133333333333333,2,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL15_D30",0,0,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL15_D90",0.133333333333333,2,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL30_D07",0.266666666666667,4,15,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL30_D30",0,0,14,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00030","BL30_D90",0.214285714285714,3,14,"Listeria","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",
"ASV00032","Ctrl_D07",0.8,12,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","Ctrl_D30",0.4,6,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","Ctrl_D90",0.466666666666667,7,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL15_D07",0.666666666666667,10,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL15_D30",0.466666666666667,7,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL15_D90",0.466666666666667,7,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL30_D07",0.6,9,15,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL30_D30",0.428571428571429,6,14,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00032","BL30_D90",0.285714285714286,4,14,"Cutibacterium","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",
"ASV00034","Ctrl_D07",0,0,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","Ctrl_D30",0.133333333333333,2,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","Ctrl_D90",0.133333333333333,2,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL15_D07",0,0,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL15_D30",0.133333333333333,2,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL15_D90",0.133333333333333,2,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL30_D07",0,0,15,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL30_D30",0.0714285714285714,1,14,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00034","BL30_D90",0.142857142857143,2,14,"Ligilactobacillus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",
"ASV00035","Ctrl_D07",0,0,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","Ctrl_D30",0.4,6,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","Ctrl_D90",0.133333333333333,2,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL15_D07",0.2,3,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL15_D30",0.266666666666667,4,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL15_D90",0.0666666666666667,1,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL30_D07",0,0,15,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL30_D30",0.285714285714286,4,14,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00035","BL30_D90",0.142857142857143,2,14,"Pediococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",
"ASV00036","Ctrl_D07",0.4,6,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","Ctrl_D30",0,0,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","Ctrl_D90",0.133333333333333,2,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL15_D07",0.2,3,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL15_D30",0,0,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL15_D90",0.133333333333333,2,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL30_D07",0.4,6,15,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL30_D30",0,0,14,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00036","BL30_D90",0,0,14,"Escherichia-Shigella","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",
"ASV00037","Ctrl_D07",0.6,9,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","Ctrl_D30",0.333333333333333,5,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","Ctrl_D90",0.133333333333333,2,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL15_D07",0.6,9,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL15_D30",0.333333333333333,5,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL15_D90",0.2,3,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL30_D07",0.333333333333333,5,15,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL30_D30",0.5,7,14,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00037","BL30_D90",0.142857142857143,2,14,"Streptococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",
"ASV00043","Ctrl_D07",0.266666666666667,4,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","Ctrl_D30",0,0,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","Ctrl_D90",0,0,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL15_D07",0,0,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL15_D30",0,0,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL15_D90",0,0,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL30_D07",0.266666666666667,4,15,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL30_D30",0,0,14,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00043","BL30_D90",0,0,14,"Enterococcus","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",
"ASV00045","Ctrl_D07",0.666666666666667,10,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","Ctrl_D30",0.0666666666666667,1,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","Ctrl_D90",0.4,6,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL15_D07",0.533333333333333,8,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL15_D30",0.2,3,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL15_D90",0.266666666666667,4,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL30_D07",0.666666666666667,10,15,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL30_D30",0.357142857142857,5,14,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00045","BL30_D90",0.214285714285714,3,14,"Acinetobacter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV00049","Ctrl_D07",0.466666666666667,7,15,"Bacillus","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",
"ASV00049","Ctrl_D30",0.2,3,15,"Bacillus","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",
