"term","Df","SumOfSqs","R2","F","Pr(>F)","distance","taxonomic_level","comparison","stratum","formula","group_1","group_2"
"Model",1,0.234162570940024,0.00908279640526655,0.806612379686112,0.498,"bray","Genus","diet_global",,"diet_code","Ctrl","BL15"
"Model",1,0.380369183033246,0.0148311000910407,1.29467607833273,0.259,"bray","Genus","diet_global",,"diet_code","Ctrl","BL30"
"Model",1,0.134172618733586,0.00556347324547762,0.481135483500983,0.729,"bray","Genus","diet_global",,"diet_code","BL15","BL30"
"Model",1,2.54293762509209,0.115465685237393,11.3568399190361,0.001,"bray","Genus","timepoint_global",,"timepoint","D30","D07"
"Model",1,7.02015051339525,0.334533260275558,43.232604525977,0.001,"bray","Genus","timepoint_global",,"timepoint","D30","D90"
"Model",1,6.85162389384571,0.250636377116232,29.0985099132499,0.001,"bray","Genus","timepoint_global",,"timepoint","D07","D90"
"Model",1,0.64581277123397,0.142652891151,4.65888426169698,0.006,"bray","Genus","diet_within_timepoint","D30","diet_code","Ctrl","BL15"
"Model",1,0.474964729872524,0.154933271060575,4.95013964623306,0.005,"bray","Genus","diet_within_timepoint","D30","diet_code","Ctrl","BL30"
"Model",1,0.153061757888605,0.0310317903460916,0.864691257150465,0.452,"bray","Genus","diet_within_timepoint","D30","diet_code","BL15","BL30"
"Model",1,0.724952928190006,0.0803569103847059,2.44659424528812,0.073,"bray","Genus","diet_within_timepoint","D07","diet_code","Ctrl","BL15"
"Model",1,0.565190034736604,0.0617419545396737,1.8425365340328,0.125,"bray","Genus","diet_within_timepoint","D07","diet_code","Ctrl","BL30"
"Model",1,0.202041448795994,0.0275719796530497,0.793904961736855,0.454,"bray","Genus","diet_within_timepoint","D07","diet_code","BL15","BL30"
"Model",1,0.148713973450181,0.0277891698790362,0.800337470542475,0.425,"bray","Genus","diet_within_timepoint","D90","diet_code","Ctrl","BL15"
"Model",1,0.469623031448181,0.0846583749894275,2.49718363314696,0.065,"bray","Genus","diet_within_timepoint","D90","diet_code","Ctrl","BL30"
"Model",1,0.171139337381196,0.044883981378702,1.26881705844938,0.27,"bray","Genus","diet_within_timepoint","D90","diet_code","BL15","BL30"
"Model",1,2.34172282619501,0.290249509982082,11.4504835062433,0.001,"bray","Genus","time_within_diet","Ctrl","timepoint","D30","D07"
"Model",1,2.32190381250553,0.357901482338634,15.6070154810213,0.001,"bray","Genus","time_within_diet","Ctrl","timepoint","D30","D90"
"Model",1,1.89093657317184,0.187403502930553,6.45744610145304,0.001,"bray","Genus","time_within_diet","Ctrl","timepoint","D07","D90"
"Model",1,0.762677729568629,0.1057146416777,3.30991661602137,0.028,"bray","Genus","time_within_diet","BL15","timepoint","D30","D07"
"Model",1,2.25418259854951,0.314273409708505,12.832600625998,0.001,"bray","Genus","time_within_diet","BL15","timepoint","D30","D90"
"Model",1,2.67738692616119,0.335611422295904,14.1440117118789,0.001,"bray","Genus","time_within_diet","BL15","timepoint","D07","D90"
"Model",1,0.748286369737473,0.120660878336322,3.70487748676185,0.018,"bray","Genus","time_within_diet","BL30","timepoint","D30","D07"
"Model",1,3.00607908450901,0.46185373229077,22.3140022705653,0.001,"bray","Genus","time_within_diet","BL30","timepoint","D30","D90"
"Model",1,3.22852030841665,0.371273713364783,15.9439655601122,0.001,"bray","Genus","time_within_diet","BL30","timepoint","D07","D90"
"Model",1,1.92394694029115,0.125233044530202,6.5854339974416,0.001,"bray","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Feed"
"Model",1,0.364731967282078,0.00962436990397876,1.27304471062053,0.257,"bray","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Hydrolysate"
"Model",1,2.06578387538151,0.0788280815430698,7.61605854104337,0.001,"bray","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Feed","Hydrolysate"
"Model",1,671.061979596941,0.0161064924795446,1.44057393139212,0.153,"aitchison","ASV","diet_global",,"diet_code","Ctrl","BL15"
"Model",1,728.409222547028,0.0172588141391997,1.51032442450357,0.157,"aitchison","ASV","diet_global",,"diet_code","Ctrl","BL30"
"Model",1,403.470871334495,0.0104623875695506,0.909278555639129,0.482,"aitchison","ASV","diet_global",,"diet_code","BL15","BL30"
"Model",1,6458.86692913429,0.134422700560726,13.5109538528322,0.001,"aitchison","ASV","timepoint_global",,"timepoint","D30","D07"
"Model",1,4273.37708922069,0.174570098241819,18.1881325316886,0.001,"aitchison","ASV","timepoint_global",,"timepoint","D30","D90"
"Model",1,5581.79984513877,0.123896115222638,12.3032921228384,0.001,"aitchison","ASV","timepoint_global",,"timepoint","D07","D90"
"Model",1,573.114116846486,0.0759599569803809,2.30171712959577,0.025,"aitchison","ASV","diet_within_timepoint","D30","diet_code","Ctrl","BL15"
"Model",1,585.194894284075,0.0886655073900531,2.62688257598526,0.004,"aitchison","ASV","diet_within_timepoint","D30","diet_code","Ctrl","BL30"
"Model",1,394.563311156832,0.0515059745951547,1.46617825397013,0.146,"aitchison","ASV","diet_within_timepoint","D30","diet_code","BL15","BL30"
"Model",1,1194.60722758494,0.0586940296656266,1.74590715711041,0.089,"aitchison","ASV","diet_within_timepoint","D07","diet_code","Ctrl","BL15"
"Model",1,1086.74364646038,0.0508292640026104,1.49943454649133,0.169,"aitchison","ASV","diet_within_timepoint","D07","diet_code","Ctrl","BL30"
"Model",1,483.689656159017,0.0265772597265001,0.764481084685692,0.499,"aitchison","ASV","diet_within_timepoint","D07","diet_code","BL15","BL30"
"Model",1,155.231067915659,0.025121546132097,0.721529221317705,0.642,"aitchison","ASV","diet_within_timepoint","D90","diet_code","Ctrl","BL15"
"Model",1,255.78062551688,0.0441071189351294,1.24584274539406,0.249,"aitchison","ASV","diet_within_timepoint","D90","diet_code","Ctrl","BL30"
"Model",1,187.398836053886,0.0317049384584855,0.884062485061436,0.496,"aitchison","ASV","diet_within_timepoint","D90","diet_code","BL15","BL30"
"Model",1,3772.84156478693,0.215574035424667,7.69489188843773,0.001,"aitchison","ASV","time_within_diet","Ctrl","timepoint","D30","D07"
"Model",1,1709.92708334611,0.228226049070353,8.28005320245954,0.001,"aitchison","ASV","time_within_diet","Ctrl","timepoint","D30","D90"
"Model",1,2773.35927699331,0.167437828228718,5.63112203432183,0.001,"aitchison","ASV","time_within_diet","Ctrl","timepoint","D07","D90"
"Model",1,1729.35873177044,0.122378873806524,3.90442796363047,0.001,"aitchison","ASV","time_within_diet","BL15","timepoint","D30","D07"
"Model",1,1568.91251995276,0.178642935701284,6.08992412320301,0.001,"aitchison","ASV","time_within_diet","BL15","timepoint","D30","D90"
"Model",1,1703.61509196002,0.130087172428721,4.18713313858536,0.001,"aitchison","ASV","time_within_diet","BL15","timepoint","D07","D90"
"Model",1,2276.40528407579,0.153228905515231,4.88583098296307,0.001,"aitchison","ASV","time_within_diet","BL30","timepoint","D30","D07"
"Model",1,1673.76084816493,0.224678940276562,7.53449474115195,0.001,"aitchison","ASV","time_within_diet","BL30","timepoint","D30","D90"
"Model",1,2217.84845962331,0.15548006432752,4.97082609838009,0.001,"aitchison","ASV","time_within_diet","BL30","timepoint","D07","D90"
"Model",1,3363.64976835894,0.130427256398573,6.89954214696998,0.001,"aitchison","ASV","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Feed"
"Model",1,799.867697846465,0.0129900306519285,1.72408999731443,0.079,"aitchison","ASV","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Hydrolysate"
"Model",1,3639.06150343365,0.085669421844588,8.33897359043849,0.001,"aitchison","ASV","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Feed","Hydrolysate"
"Model",1,282.003323599285,0.015267580770782,1.36437785696185,0.174,"aitchison","Genus","diet_global",,"diet_code","Ctrl","BL15"
"Model",1,377.861642510599,0.0203773741242864,1.78890741026123,0.084,"aitchison","Genus","diet_global",,"diet_code","Ctrl","BL30"
"Model",1,160.364991631404,0.0098165998959107,0.852597196599715,0.508,"aitchison","Genus","diet_global",,"diet_code","BL15","BL30"
"Model",1,3039.77433935149,0.146785601480466,14.9673368744821,0.001,"aitchison","Genus","timepoint_global",,"timepoint","D30","D07"
"Model",1,1861.5652007978,0.199238170993873,21.3977266208352,0.001,"aitchison","Genus","timepoint_global",,"timepoint","D30","D90"
"Model",1,4521.78228141781,0.221535916737682,24.7585279405675,0.001,"aitchison","Genus","timepoint_global",,"timepoint","D07","D90"
"Model",1,278.271015283464,0.0903307093320019,2.78041689132843,0.029,"aitchison","Genus","diet_within_timepoint","D30","diet_code","Ctrl","BL15"
"Model",1,397.393010055897,0.136755302927742,4.27734244018178,0.002,"aitchison","Genus","diet_within_timepoint","D30","diet_code","Ctrl","BL30"
"Model",1,153.037221439478,0.0510299804925833,1.45189989670583,0.192,"aitchison","Genus","diet_within_timepoint","D30","diet_code","BL15","BL30"
"Model",1,488.697082369014,0.0537118710248998,1.5892964760385,0.137,"aitchison","Genus","diet_within_timepoint","D07","diet_code","Ctrl","BL15"
"Model",1,434.431684514868,0.0479605961695908,1.410547386322,0.2,"aitchison","Genus","diet_within_timepoint","D07","diet_code","Ctrl","BL30"
"Model",1,208.05951758142,0.0275833506553817,0.794241664693029,0.496,"aitchison","Genus","diet_within_timepoint","D07","diet_code","BL15","BL30"
"Model",1,49.3417406163826,0.0269167665999948,0.774516956958032,0.663,"aitchison","Genus","diet_within_timepoint","D90","diet_code","Ctrl","BL15"
"Model",1,110.298099904223,0.054502914041515,1.55640741888603,0.103,"aitchison","Genus","diet_within_timepoint","D90","diet_code","Ctrl","BL30"
"Model",1,66.7289608505417,0.0376817239138524,1.05724537396496,0.439,"aitchison","Genus","diet_within_timepoint","D90","diet_code","BL15","BL30"
"Model",1,1548.74101396291,0.200342683476406,7.01499882690546,0.001,"aitchison","Genus","time_within_diet","Ctrl","timepoint","D30","D07"
"Model",1,812.119586643724,0.267049739752322,10.2017737336477,0.001,"aitchison","Genus","time_within_diet","Ctrl","timepoint","D30","D90"
"Model",1,2005.50306854834,0.252222466589942,9.44429158270216,0.001,"aitchison","Genus","time_within_diet","Ctrl","timepoint","D07","D90"
"Model",1,868.646687812482,0.142423663188413,4.65015462542051,0.001,"aitchison","Genus","time_within_diet","BL15","timepoint","D30","D07"
"Model",1,814.75852642279,0.25686856588584,9.67839538826266,0.001,"aitchison","Genus","time_within_diet","BL15","timepoint","D30","D90"
"Model",1,1439.48764589461,0.244509689798132,9.06202398878997,0.001,"aitchison","Genus","time_within_diet","BL15","timepoint","D07","D90"
"Model",1,1201.68869791304,0.195329502884496,6.55410704976347,0.001,"aitchison","Genus","time_within_diet","BL30","timepoint","D30","D07"
"Model",1,525.241945094247,0.193233676580098,6.22742353670064,0.001,"aitchison","Genus","time_within_diet","BL30","timepoint","D30","D90"
"Model",1,1566.40632505943,0.25438338583908,9.21163945010058,0.001,"aitchison","Genus","time_within_diet","BL30","timepoint","D07","D90"
"Model",1,1858.18599091121,0.154540635881709,8.40829205076256,0.001,"aitchison","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Feed"
"Model",1,386.584203319212,0.0144184096432616,1.91644373408355,0.075,"aitchison","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Ctrl","Hydrolysate"
"Model",1,1949.82969153882,0.106185308682217,10.5732122827206,0.001,"aitchison","Genus","ctrl_hydro_feed_global",,"ctrl_hydro_feed","Feed","Hydrolysate"
